x,n,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,"US CPS data, from IPUMS-USA, University of Minnesota, www.ipums.org."
57,1,199878.1,78303.4,171446.7,46227,142677.8,163166.5,180807.8,163907.7,154895,,,,,143385,,,,,136449.9,181590.5,127146,162271.5,,174026.8,153369.6,146765.4,166009.2,198776.1,159424.1,223691.4,183946.3,106951.8,,142685.6,161212.4,159653.4,156191.2,226089.8,189865.4,179555.8,150416.9,181634.1,242941.2,234578,239646.3,204411.8,178781.8,235281.4,209739.7,225738.7,194190,263251,233201.7,236624,291751.2,
58,1,192392.2,44662.3,175560.3,45184.9,144503.2,173157.7,174742.6,171787.7,172889.8,,,,,124226.2,,,,,153924.4,151106.7,138060.2,132025.2,,169509.8,222675.5,181685,169607.3,161783.8,172476.4,193319.3,175481.5,191462.7,,129720.7,174567.7,176744.3,151110.9,160863.4,175688.4,207466.6,212909.7,171292.7,205739.4,211757.7,213014.3,189305.3,166801.3,221045.2,224190.2,232025.5,182437.8,214963.2,303159.4,281214.5,292938.3,
59,1,183145.5,16284.3,137394.2,58332.2,172325.7,160725.7,141666.3,181579.6,145571,,,,,128020.2,,,,,148312.4,164553.1,139137.9,124506,,166399.3,186383.9,166747,182496.5,167152.7,155955.2,147100.8,149521.3,140720.6,,146633.6,154281.4,136430.3,165535.9,180202,142631.1,166706.5,179042.6,203927.5,160316.3,234250.2,228070.4,186619,198908.4,173344.9,186576.4,205069.7,197380.8,218739.8,274522.5,225145.9,258005.6,
60,1,179862.4,61958.7,156136.1,51795.2,152399.8,131037.7,153438.9,153434.8,135426.6,,,,,144218,,,,,183310.7,156052.7,118451.7,172610.9,,194919.5,159084.5,158402.3,158761.5,152718,149522.5,173123.7,138679,106294.2,,148841.4,150614.3,134956.5,125119.5,188231.5,159624.8,150991.8,179764.9,160095.3,167442.8,157656.2,215683.4,203375.4,196777.1,202328.1,194129.8,187395.2,194264.6,227896.4,218132,244554,238426.8,
61,1,174364.3,35039.1,90508.4,25964,183351.9,138729.9,136753.8,133842.4,128968,,,,,128459,,,,,156665.9,125141.2,122012.6,152596.5,,163946.7,140303.3,142665,127757.1,124783.2,174928.4,108434.3,140590.6,128675.1,,98070.1,138243.4,119986.1,136010.2,103908.8,195348.3,145343.1,152998.2,173727.8,142326.2,121780.2,165090,124374.8,181141.1,181842.5,200714.5,186725.7,174228.1,214449.8,262106.9,215445.5,200871,
62,1,169117,34731.3,155207.9,64061.3,148482.2,125641.6,139163.3,149331,160789.4,,,,,148546.4,,,,,127207.5,148094,130612.7,136339.2,,169200,176386.2,153048.3,169996.8,162519.9,149431.7,149324.6,152359.9,120752.2,,116527.7,156824.2,120358.1,118365.2,132055.8,120871.4,186861.2,131067.3,131546.2,169783.8,132863.9,130249.8,137310.1,149748.2,159887.2,150071.7,176332.6,176568.5,205322.2,188857.2,209750.5,212583.5,
63,1,133567.1,47944.4,147471.7,45451.7,136226.2,120732.6,154223.1,121395,129766.5,,,,,110369.6,,,,,146148.3,133510.3,117893.9,142354.9,,150268,163783.1,174305,125975,155584.9,116049.9,98153.2,119227.8,149989,,103221.9,155900.2,132955.9,126013,88123.5,128513.8,123508.3,119194.5,139023.3,108094.6,133472.8,100383.6,96482.2,140595.1,187785.3,143222.4,212775.1,139877.6,202429.9,200994.7,190194.2,196001.1,
64,1,175073.2,49698.7,130666.5,29420.8,108596.3,108074,123336.1,110878.4,91155.1,,,,,125311,,,,,106022.9,104931.2,118930,100083.2,,133276.9,146396.8,118315.2,131202.4,146126.5,131139.5,147796.7,159606.1,133010.4,,131115.6,114704.4,87602.7,119158.5,114072,107976.9,132234.4,120132.5,114579.4,131714.4,127176.7,155107.9,133257.4,85513.3,123468.2,103007.5,142563.5,149487.8,162978.8,200299.8,180499.9,158834,
65,1,166791.9,49661.1,147512.1,35510,108370.4,105668.9,121555.1,125050.8,168057.7,,,,,130230.4,,,,,107318.6,101171.3,90692.8,112942.8,,106208.8,173754.9,128585.1,108715.2,131590.1,128486.4,145668.7,127165,152466.5,,124717.4,113042.8,95400.9,109868,114817.3,101582.4,97394.7,103273.1,142141,118184.8,127494.6,127641.2,150337.1,118294.7,157918.4,104522.1,130279.7,153273.1,94150.5,170979.5,160075.8,165530.6,
66,1,161436.8,43763.8,98011.2,31312.1,116141.8,81779.7,107268.8,118233.7,137646.7,,,,,111277.9,,,,,102066.5,122259.1,89527.9,107156.7,,93708.1,125937.1,77766.1,128802.8,112195.2,115536.6,112920,107805.5,123069.5,,92341,91031,92727.1,97487.7,89796.1,75732.6,88410.2,80755.5,102240.9,76853.4,102671.8,114776.4,84569.3,68380.7,130037.7,112787.1,100455.3,173439.5,100706.1,186751.6,107536.1,151604.4,
67,1,142258.7,38854.9,118340.8,37921.2,113400.9,102763.7,108153,141878.1,110990.3,,,,,83894.3,,,,,95978.2,76508.9,94789.9,126228.1,,68300.8,128479.9,117346,93294.6,100011.3,117615.9,114390.2,124549.7,104005.6,,102831.8,106149.2,105139.2,70115.7,86466.7,88450.2,98019.8,97717.2,85125.9,96905.5,67019.9,99697.4,72807.3,89620.1,125043.2,74689.5,96792,106169.9,124954,149042.4,90752.3,110513,
68,1,141245.4,16546.5,109655.1,41780.4,114949.4,101949.3,104357.4,101229.6,91007.8,,,,,108352.8,,,,,79083.2,79210,86299.7,52710.7,,81227.7,104635.2,88926.4,119444.3,130693.1,86991.3,116814.9,111521.1,124109.5,,75214.1,82652.2,80180.2,111479.6,56952.1,75932.6,63889.6,74279.3,75879.7,106009.9,94304.5,82762.5,77739.8,90853.7,100845.4,51382.9,72389.7,71255.6,66594.6,112643.4,93393.9,120011.6,
69,1,127606,23314.7,122729.5,37952.8,55186.4,75155,92711.7,110344.2,93752.2,,,,,75955.7,,,,,77128,99976.5,67697.6,71263.7,,78430.1,95060,108403.2,91399.2,108646.3,120943.5,88164.1,108206.7,126459,,79734.6,92840.7,81173.2,98120.8,85329.8,83540,84398.3,70470.7,67185.1,122502.9,111831.1,71058.8,78303.9,51263.5,74352.2,75364.3,88997.5,92769.3,76982.7,94182.5,99395.2,136542,
70,1,136732.2,38576.3,95120.5,25491.4,70853.1,68682,65668.6,71886.7,92888,,,,,72958.6,,,,,89673.5,74425.7,82672.8,88896.8,,81170.1,80571.9,84069.3,80314.6,70535.6,79683,95293.7,111704,88078.5,,101007.3,57220,97362.2,105608.6,90761.3,59008.8,75562.7,70545.3,75930.8,61338.2,90918.5,89947,80765.1,47387.8,82127.6,74151.7,112455.7,86255.2,83750.8,91966,74166.5,126899.8,
71,1,116451,19677.3,84545.2,30919.8,53173.2,67085.6,53815.6,71545.2,93824.5,,,,,54079.5,,,,,51178.6,86597.5,58630.3,82564.4,,62616.5,83405.5,93521.3,61095.1,90130,73182.9,93903.3,114960.5,95926.4,,71264.2,87055.8,98224.4,67914.6,90579.2,73403.6,83475.6,90562.9,73301,79650.2,68710.6,85780.3,58663.6,82538.5,52389.1,47647.9,117459.2,73469.1,84368.7,92004,75620.7,106960.7,
72,1,112556.9,24012.9,110645.1,28559.1,50515.5,61914.4,80075.1,73219,71288.8,,,,,63058.9,,,,,84913,70169.2,86545.2,42361.8,,68388.9,94565.6,80306,90410.8,67478.1,53723.8,81314.1,91022.5,97251.6,,79407.2,54419.5,90828.4,47866.9,60565.1,65522.5,79805.2,77586.7,68731.6,59938.8,69512.6,61565.5,54336.8,53542.3,49721.6,46789.8,53756.1,74554.4,27882.8,72987.5,92185.6,75853.2,
73,1,109788.4,14495.7,62309.8,20228.8,65253.9,76342,50536.9,66338.1,50279.1,,,,,60076.7,,,,,43920.9,62452.8,58598.1,73935.5,,74896.9,59206.2,51372,68817.5,51193.3,80292.1,82335.3,72280.9,91823.2,,38831.4,75895.8,59825.5,61917.4,82981.2,60200.4,71606.8,58238.9,87060.7,73819.5,62372.1,49887.3,56507.9,50745.9,48133.1,46808.8,58648.5,55845.9,52907.7,89451.8,66632.6,80966.4,
74,1,115474.9,14327.8,95394.3,19937.1,69026.3,66567.7,50941,55861.1,60023.4,,,,,45474.5,,,,,50428.3,49935.2,50600.7,55953.1,,61379.5,51739.3,58007.5,78045.1,54382.4,60876,65342.9,102988.2,73857.3,,45228.8,58302.9,76176.4,96132.8,65957.9,69053.8,54592.6,50409.6,38038,65521.3,41404.5,70284.2,50311.5,52548.6,73580.4,48529.7,42693.1,48397.9,71677.2,104636.3,36674.5,69475.7,
75,1,67474.8,24589.8,55150.1,30576.7,63299.3,83464.3,63617.4,59666,62090.5,,,,,53571.2,,,,,45648.1,62507.1,67519.1,54537.5,,61558.9,43270.2,62590.9,58814.4,81230.9,74535.2,77523.8,67220.3,72259.1,,60816.5,77104.1,80943.8,59480.3,60736.6,71234.4,62903.4,52232.7,52285.1,56766.9,35083.4,48487.3,36913.2,47756.6,36674.8,38476.8,39988.5,61657.6,37161.4,68078.4,40756.9,53637.8,
76,1,57723.2,2228.2,82103.7,14629.6,41599.2,61370.5,49868.4,67060.9,69026.9,,,,,40756.1,,,,,46040.4,62711.3,50973.7,46311.8,,72605.9,69579.1,64663.4,57279.7,65461.4,66392.6,68590.1,73447.6,76535.8,,73181.4,58566.5,43135.1,47718.9,55646,45861.7,50432.7,56428.4,66778,50543.1,51035.1,35563.3,46110.9,60720.4,61719,44223.1,55595.3,61444.8,42661.8,42366.2,46685.3,74916.8,
77,1,66901.3,12050.9,58225.9,13488.2,34328.6,52111.3,35040.5,43483.8,43918.2,,,,,41034.1,,,,,30727.5,61923.6,42571.9,43692.2,,46340.1,62578.1,38124.6,44713.6,66944.2,39382.6,46062.2,46689.3,32543.9,,39030.7,52484.8,65292.4,62064.4,47565.1,54771.4,64736.8,59043.2,84426.4,67619.2,61331.1,55077,55440.2,50782.6,28425.5,48533.9,32163.4,60972.1,35818.1,67774.9,51878.8,43151.6,
78,1,67035.9,12004,61593.8,7085.9,37166.6,45171.2,52183.8,58378.1,58028.2,,,,,33576,,,,,31217.5,60875.3,37598.6,31096.8,,55101,34089.5,48017.8,59398.2,72989.1,45142.6,40122,65348.1,39612.3,,79390.3,58780.3,50687.6,84672.6,61667.2,28743.7,38249.4,46053,60090.5,53735.6,45487.9,53550.4,54106.8,39335.4,38967.1,40080.2,35855.5,32888.6,54914.3,43307.4,60180.9,24435.7,
79,1,53442.4,21250.3,56041.4,9389,41429.4,55454.7,43104.4,45303.6,45054.8,,,,,19051.8,,,,,23077.6,39242,43856.6,31114.3,,45517.8,41192.7,35737,28809.4,49297.8,46140.3,50775.4,35563.4,53094.1,,32281.9,56917.9,45552.4,37941.9,34049.4,48146.2,37344.6,63848.8,55853.6,57153.4,56886.2,39652.3,33149.5,35161.1,43996.1,28793.1,49647.1,35740.7,78851.7,37935.9,46390.1,36660.8,
80,1,53392.7,14399.8,35628.2,10344.2,30865.3,36542.3,34367.5,30739.7,49152.1,,,,,28042.7,,,,,41262.3,51284.7,34840.8,23490,,36721.5,31584.4,35442.2,39959,56965.9,49936.7,60184.9,43788,44618.1,,53746.9,47465.6,31668.3,48474.5,40656.5,33051,270571.6,319323.3,226162.7,191178.2,179749.9,218818.3,220421.9,161890.4,166291.3,199612.3,166303.5,183972.1,114860.6,213562.4,154240.4,193917.7,
81,1,29889.8,6543.8,21467.7,4755.8,28860,35908.9,21782.6,30004.6,35843.3,,,,,29747.7,,,,,14969.6,45846.8,33560.1,21987.6,,32708.1,40125.3,43154.1,24731.9,45965.8,44836.6,40778.6,53712.2,57083.1,,43218.5,48949.6,40402.5,27205,50381.5,34926.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,1,29765.3,2639.9,17168.8,8678.7,26142.2,24636.4,18857.4,24484.1,28232,,,,,42798.6,,,,,26869.2,26782,39510.3,23384.2,,33196.7,38306.7,29990.4,40228.3,37420,36036.2,37304.2,55938.8,42060.7,,32075.9,41574,44829.2,44044.8,40956.9,34271.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,1,25713,10449.5,16971.4,5609.6,27383,27164.4,27365.5,26433.7,23110.4,,,,,17577.7,,,,,19255.9,33838.6,27073.7,24197.3,,52088,19646.1,23002.3,34673.9,41537.7,29060.4,43064.1,39660,31911.3,,19191.6,33649.4,45579.3,22706.5,16938.4,20179.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,1,32939.3,2391.4,13944.6,8193.1,13023.3,30120.5,22533,19081.1,44628.6,,,,,17048.1,,,,,16740.1,24784.3,16136.8,18062.8,,26810.7,32473.8,29703.1,19823.7,35670.3,22696.5,47434.4,44411.8,37062.1,,15827.9,37314.6,26894.5,31560.5,43502.5,20429.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,Inf,93444.4,34532.2,45105.4,24548.2,4050,74851.6,104432.1,83254.4,90102.8,,,,,99197.3,,,,,93233,72741,89494.1,85746.9,,115512.3,124878.6,118620.1,131128.6,142772.8,119768.4,145746.1,158729.5,163694.8,,150502.7,186025.9,134754.2,119207.6,147563.1,137380.1,0,0,154602.2,145817.6,173957.6,159061.9,150978.1,175127.7,168341,171975.9,173566.4,208656.9,96641.1,227721.8,202093.6,246037.1,
