x,n,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,"US CPS data, from IPUMS-USA, University of Minnesota, www.ipums.org."
48,1,2208807.3,2144454.2,2181906.8,2248509.6,2421528.3,2311552.4,2422192.1,2483375.9,2372817.5,,,,,2227559.6,,,,,2159523,2163132.7,2138274.4,2143304.6,,2262693.8,2333161.5,2499755.5,2418054.5,2597511.9,2870432.4,2924970.1,2674245.1,2850259,,3689318.1,3546172.7,3716789.5,3630249.7,3743387.6,3906411.8,4054261.4,4130993.8,4130602.2,4324971.3,4511184,4476567.7,4489012.2,4633850.8,4482413,4497421.8,4557219,4214936.2,4169791.2,4090413.6,3881518.3,4188760.7,
49,1,2282731,2104533.5,2124061.6,2234809.7,2078479.3,2253994,2261413.9,2356243.4,2422514.7,,,,,2451184.1,,,,,2242876.3,2089723.4,2119805,2202841.4,,2210760.3,2223429.7,2277942,2479985.8,2513144,2520683.1,2792399.2,2933006.8,2793251,,3635301,3659570.2,3456357.7,3778824.9,3651851.2,3843040.1,3907244.5,4121549.1,4210739.9,4278137.4,4286681.7,4498688.4,4385854.9,4582560.1,4484892.9,4576071,4417725.1,4406665.7,4244015.1,4098292.4,3998403.6,3902548.9,
50,1,2175582.4,2322133.9,2338472.8,2316567.6,2303281.2,2280503.1,2334688.2,2286326.3,2358419.5,,,,,2440653.5,,,,,2350134,2310104.9,2123921.9,2248475.8,,2252879.7,2300416.9,2414892.3,2419522.7,2466311.2,2533304.3,2574256.8,3108989.9,2903297.4,,2721052.3,3638457.3,3698932.3,3563170.1,3753359.7,3784831.9,4064768.6,4177263,4269731.9,4435248.8,4391173.5,4548222.3,4539518.8,4430950.2,4577856.6,4650060,4824366.1,4575096.7,4545159.1,4623867.5,4173812.2,4100034.6,
51,1,1964119.3,2162708.6,2169199.1,2212336.1,2081405.4,2193599.7,2301768.8,2358799.2,2193904.8,,,,,2524175.4,,,,,2280531.4,2256672.4,2254517.5,2078428.2,,2206548.9,2198182.3,2213216.3,2303664.9,2373700,2237834.4,2425196.5,2497237.3,2936483.7,,2573427.4,2738941,3393631.4,3797242.9,3609609.4,3710087.1,3695368.1,3669078.6,4060527.3,4020172.2,4304508.1,4240595.5,4295634.9,4385260.2,4440537.8,4489359.9,4704224.7,4463742.1,4409310.9,4483521.7,4405823.5,4028215.7,
52,1,2031984.4,1911564.3,2069283.5,2189029.8,2116689,2089078.7,2049961.4,2170795.6,2316899.8,,,,,2318690.2,,,,,2251490.6,2231261.7,2305183.9,2221396.7,,2084623,2244133.3,2276042.7,2150848.7,2212892.9,2359156.6,2342642.8,2514632.6,2453422.3,,2771448.5,2686618.1,2769555.4,3390961.4,3579164.7,3639758.6,3651158.5,3724758.1,3635689.7,3943203.9,4010240.4,4122583.3,4209086.1,4269138.2,4368040.2,4315015.5,4384834.9,4450375.9,4314051.3,4285460.4,4456737.4,4432617.3,
53,1,1888904.7,1908981.4,1849614.1,2044008.7,2161687.6,2055008.1,2105200.9,2075793.6,2161945.6,,,,,2328681.6,,,,,2343933.3,2210916.3,2207698.8,2227032.1,,2232607.3,1996786.3,2102537.4,2267099.9,2135272.6,2165492.6,2492981,2249942.6,2434491.5,,2837369.7,2777478.6,2703424.3,2602311.3,3371464.4,3587167.9,3495820.5,3706315.2,3653953,3561474.5,3867765.8,3988936,4275683.9,4282071.7,4344209.5,4337966.9,4244244.1,4606286.9,4581371.3,4311079.3,4383296.7,4516152.8,
54,1,2124171.3,1949866.1,1992677.4,1860720.9,2116322,2089038.6,2002099.2,2060553.6,2061797.5,,,,,2264644.9,,,,,2294820.9,2322552.7,2252286.2,2195580.7,,2071276.9,2113788.8,2064072.4,2124280.9,2256211.8,2261338.6,2231386.9,2344725.2,2232175.7,,2460169.6,2817476.8,2858015.3,2712243.1,2568798.6,3561908.2,3649722.7,3536697.8,3625820.6,3765592.9,3705384.1,3918386.6,3914002,4286596.8,4473281.1,4356341.4,4214090.8,4290525.7,4576497,4529029.5,4467074.3,4287175.4,
55,1,1923711.9,2075949.2,1911513.3,1982577.4,1931859.6,2078377.5,2106127,2008129.2,2083856.5,,,,,2460930.3,,,,,2363328.9,2332613.5,2398768.2,2257640.4,,2209861.3,2142081.3,2089731.3,2016057.1,2159361.8,2218116.8,2132110.4,2329381.3,2288157.3,,2597075.2,2568529.1,2964173.5,2920004.6,2773133,2823506,3474843.5,3634419,3612260.1,3568703.7,3708082.4,3829712.9,3835171.6,4071029.4,4154782.3,4321176,4475645.1,4332640.3,4437754.6,4321599.6,4452326,4521107.8,
56,1,1799044.5,1738080.1,1923384.6,1883091.6,2043440.6,1884432.6,2009937.7,2078584.2,2101924.7,,,,,2103687.3,,,,,2330095.5,2295435.3,2230735.4,2311207.4,,2220934.2,2257723.5,2146959.1,2241421.6,2052827,2180968.7,2205378.5,2122114.7,2204932,,2237106.9,2479441,2592914.3,2808309.8,2685245.2,2847258.8,2892032.9,3541776,3488769.3,3460373.8,3614763.9,3773845.3,3638075.3,3805600.2,3905919.8,4132345.1,4117145.5,4505538.7,4469183.1,4267983.7,4292491.6,4310035.3,
57,1,1806700.8,1618148.3,1703046.8,1792424.4,1861524.1,1966079.7,1924341.5,1975638.3,2022695.4,,,,,2075948.7,,,,,2263945.3,2234790.9,2338046.5,2248329,,2206437.5,2191246.6,2132388,2060451.4,2200136.1,2017217.4,2218509.8,2185443.4,2004854.2,,2220630.6,2174918,2325409.5,2367704,2697216.2,2878043.9,2705200.7,2806279.9,3516248.3,3566670.2,3504409.9,3700337.9,3698943.7,3765616.1,3868080,3976019.3,4016423.3,4139829.1,4514539.7,4359295.7,4366307.8,4340215.8,
58,1,1646268,1762938.3,1673309.7,1821250.1,1759914.6,1801888.2,1890598.1,1929086.9,1941741.3,,,,,1981566.2,,,,,2312394.4,2235826.6,2236378.1,2308461.1,,2286520.8,2230743.1,2262360.3,2098959.5,2010403.3,2180465.7,1925526.6,2171510.3,2182321.7,,2136989,2248638.1,2108232.2,2339717.2,2338460.9,2745716.8,2811526,2827986.2,2844591.3,3378910.9,3615126.4,3445468.5,3712258.7,3604514.1,3740358,3932345.8,3978413.6,3996174,3919633.8,4285228,4332996.2,4290975.4,
59,1,1560284.2,1653451.8,1793731.1,1748075,1806926.9,1797228.9,1777687,1889654.1,1822772.2,,,,,1938561.6,,,,,2259896.8,2363013.4,2187226.3,2184325.3,,2288268.1,2284112.3,2203664.7,2217039,2126216.7,2094744.8,2138013,1909877.9,2051980,,2108665.5,2107214.7,2199482,2165487.9,2373649.1,2440997.4,2782941.6,2659104.2,2696205.6,2796557.8,3384916.4,3471850.9,3486375.1,3508024.2,3621370.4,3570176.6,3882661.6,3905678.3,3761201.9,4184544.6,4390825,4374655,
60,1,1694845.9,1613728.3,1770675.5,1792987.1,1783598,1740489.8,1753203.3,1841147.8,1841492.8,,,,,1979376.5,,,,,2296714.9,2283554.7,2268941.1,2249939.9,,2200397.2,2382942.2,2275866.8,2233610.6,2209841,2106792.1,2225684.4,2168705.3,1960070.9,,2096019.8,2033979,2147631.3,2162605.1,2274776.1,2325878,2456340.1,2795317.4,2708930.3,2812092.2,2748902.1,3475887,3592956.9,3583829.9,3593543,3804143.1,3672781,3763560.4,4298453.1,4009502.4,4129068.3,4149886.7,
61,1,1385618.5,1509420.4,1420845.5,1570889.8,1615392.3,1646702.8,1683077.7,1669903.1,1735910.2,,,,,1915871.5,,,,,2014428.3,2137359.4,2163506.6,2191226.1,,2324769.3,2023158.4,2129908.1,2204304.7,2131894,2291016.1,2010161.6,2117423.9,2038464.6,,1962083.4,2060544.4,2039516.8,2159443.8,2108392.2,2358193.6,2214246.4,2298157.7,2745220.2,2637862.1,2721094.4,2617217.9,3348172.8,3457590.1,3605920.4,3530090,3671039.8,3634744.5,3753950.7,4006312.3,4096054.5,3960199.3,
62,1,1658799.2,1474784,1549534.8,1583515.8,1573257.2,1644640,1577610.4,1639321.7,1668217.2,,,,,1883225.4,,,,,2012462.1,2066567.5,2181179,2195037.6,,2125304.6,2227211.6,2103681,2083330.6,2193697,2045751.6,2167961.2,2070172.1,1943051.9,,1875602.1,1976052.3,2071947.2,2052055.5,2175822.7,2165631.7,2313251,2421936.5,2309739.9,2722080.7,2595390.1,2573306.5,2713925.8,3249731.7,3476828.7,3472821.9,3348335.8,3486149.4,3376196.5,3786844.6,3892996.1,3929482.7,
63,1,1329008.2,1610115.6,1419693.1,1545697.4,1493216.4,1543357.5,1634226.7,1627358.3,1634924.9,,,,,1770400.4,,,,,1994644.5,1986865.2,2053150.4,2149831.6,,2191181.3,2111772.3,2252500.1,2079276,2080328.9,2180338.7,2049189,2030123.4,1996374.4,,1899174,2029096.5,1977505.1,2026134.6,1984860.6,2164034,2132348.6,2221313.4,2324613.8,2325679.7,2688840.6,2498829.9,2635358.4,2683535.1,3366811.1,3432052.6,3537064.4,3322738.5,3283334.1,3566457.1,3651979.1,3794581.2,
64,1,1434030.4,1301928.7,1490242,1342257.3,1414545.8,1442856.8,1484450,1511320.5,1542059.6,,,,,1657304,,,,,1857290.1,1933675.2,1927236,1937243.8,,2007733.8,2032380.1,2044154,2164572.3,2067108.2,2029614.2,2077197.7,2142520.6,2067254.4,,1951017.1,1796409.3,1828302.8,1907727.5,1975272.2,1922654.4,2090709.1,2192968.8,2128051.5,2266813.2,2399118.3,2804891,2640734.1,2559741,2618923.1,3393987.1,3271517.5,3403981.1,3241612.8,3629297.4,3530099.2,3653630.9,
65,1,1368066.1,1399299.7,1286959.3,1495301.5,1298611.1,1424004,1437474.3,1510424.7,1566824.5,,,,,1800535.7,,,,,1876148.1,1906094.3,1919705,1952148.9,,2147929.2,2245004,2168973.4,2235721,2248409.5,2217370.9,2119618.1,2074540.1,2055950.2,,2041951.9,1826376.3,1910249,1801942.2,2042794.8,2129518.6,2113452.4,2121851.8,2431242.5,2389516.1,2390214.1,2480269.2,2739063.5,2739914.7,2845270.4,2505467.4,3316772.1,3498677.9,3042426.9,3494294.1,3639590.3,3545856.2,
66,1,1239634.4,1267718,1296702.9,1304807.9,1373092.4,1237833.3,1379619.1,1324095,1504144.9,,,,,1709269.4,,,,,1821031.8,1792153.3,1758494.4,1822021.7,,1997638.6,2070440.9,2095640.6,2018489.4,2067683.4,2091768.7,2049666.2,1959452.1,1900334,,1993129.2,1957925.1,1796220.7,1985497.8,1809270,2018847.9,2049787.5,1937366.9,2113317.2,2078318.6,2342004.2,2208142.2,2303939,2543223.2,2532083.7,2678041.5,2575009.7,3374402.7,3617231.3,3360809.2,3309723.3,3487368.6,
67,1,1299091.6,1242311.5,1240970.4,1294388.2,1242831.3,1439248.7,1202193.6,1393941.6,1342429.3,,,,,1573187,,,,,1771967.8,1679082.8,1807618.5,1785386.8,,1822541.5,1916236.3,1978525.8,1991264.7,1911213.7,2036745.7,2083840.4,2007994.3,1962942.2,,1922263.6,2007382.1,1980365.1,1836054.7,1876291.4,1799400.4,1893662.7,1868901,1753734.7,1976411.1,1763408.6,2089609.5,2119106.5,2341520.3,2397263.7,2452222.9,2484415.9,2732404.2,3326688.8,3361722.7,3172872.1,3327256.1,
68,1,1198741.2,1120885,1234635.1,1180325.5,1235521.8,1181986.3,1390875.2,1178002.4,1300482.2,,,,,1523872.8,,,,,1722926.4,1748829.5,1697457.8,1672555.5,,1677342.3,1772539.8,1827608.4,1911859.5,1987735.9,1896847.9,1977481.7,1943884.7,1886991.5,,1959121.2,1879358.4,1859761,1921366.8,1824292.7,1762724.3,1830256.6,1855293.6,1794627.8,1846589.2,1863984.7,1863329.9,1986961.8,2180536.2,2222494.1,2569994.7,2566043.7,2394483.4,2919780.7,3188740.7,3247960.9,3183265,
69,1,1103066.9,1115192.5,1129157.2,1092595.4,1099567.2,1194424.4,1191614.7,1347537.5,1147828.1,,,,,1442135.9,,,,,1543136.1,1675865,1669544.7,1737557.8,,1768572.1,1685829.9,1786006.6,1860202.7,1911447,1880653.3,1858885.1,1846317.6,1790692,,1829916.8,1829735.9,1814521.5,1774872.6,1799355.8,1858164.6,1835792.1,1654965,1725650.4,1839037.9,1871182.2,1987261,2016359,2019838.9,2234593.9,2162030.9,2657234.6,2437522.1,2369319.4,2322605.4,3146909.5,3206704.1,
70,1,1151014,1104954.1,1096805.6,1144291.2,1174737,1144948.1,1127728.2,1161084.1,1285538.5,,,,,1424753.2,,,,,1568048.2,1493898.4,1672852.9,1640875.1,,1652403.1,1714897.8,1738165.4,1799748.1,1864583.1,1875063,2014338.1,1909041.1,1828031.5,,1891982.3,1863321.5,1731529,1765554.8,1848670,1819864.2,1749557.6,1831894.8,1640408,1665058.2,1897559.2,1794120.4,1841223.3,1880649.9,2056801.6,2184058,2329274.4,2463439.1,2764372.5,2508299.5,2536844.3,3169644.5,
71,1,965668.4,1110613.3,1142833.7,1086209.9,990988.2,1021545.3,1064703.2,1050892.1,1068115.1,,,,,1159864.5,,,,,1353489.4,1505317.7,1446901.8,1569645.8,,1628791.1,1550908.7,1603529.2,1595739.7,1659843,1699721.2,1747949.2,1880511.4,1811949.6,,1760324.4,1749141.7,1761173.6,1756152.5,1794686.1,1778314.8,1792873.7,1697492,1852280.8,1694075.4,1696411.3,1749555.3,1673245.2,1738949.2,1810779.1,1912457.7,2085121.9,2303840.5,2278765.9,2365505.9,2419108.2,2433777.7,
72,1,986291.3,997627.7,1008330.9,1113609.6,986089.6,1008808.4,1003351.5,998630.6,980859.5,,,,,1149649.5,,,,,1424630.8,1357906.4,1490439.2,1406497.7,,1463784.4,1543138.4,1550138,1527286.2,1536494.9,1630455.9,1621376.8,1707050.8,1725439.4,,1715051.4,1699131.5,1659351.3,1651930.7,1490407,1740673.1,1605017.9,1870901.6,1528478.7,1677692.2,1700791.3,1685269.4,1735493.7,1772067.4,1759154.8,1859026.1,1838865.5,1913976.3,2244093.6,2323222.1,2275185.7,2301617.5,
73,1,995410.5,870359.9,898943.8,1018040.2,1031623.5,943200.8,980067.9,910981.3,903130.1,,,,,1069719.1,,,,,1296067.2,1309460.2,1283061.4,1419330.8,,1418789.6,1374888.4,1450179.9,1423928.5,1444528.3,1475213.6,1649880.7,1568333.8,1651610.1,,1582873.7,1663963,1744360.7,1727630.2,1637635,1631336.8,1578684.8,1600867.2,1799161,1586622.8,1491075.9,1585885.2,1628270.1,1641034.8,1767179.2,1750509.2,1814441.6,1828641.5,1983178.6,2187968.6,2269872.9,2171851.2,
74,1,879831.7,949052.6,863907.6,900881.9,885100.9,909080.6,829277,934611.5,888556.2,,,,,869747.7,,,,,1145196.4,1229226.8,1235280.4,1233126.5,,1301674.8,1358160.1,1302537.4,1382457.2,1347217.2,1433979.1,1317764.8,1465227.2,1472963.8,,1573575.6,1538855,1616083.3,1622237.1,1673015.1,1579320.1,1650178.5,1671613.2,1599417.6,1636442.4,1537202.2,1554422.3,1544523.6,1546217.7,1655986.3,1713868.8,1716129.3,1754593.7,1749007.8,1824340.4,1923865.3,2384671,
75,1,788754,839012,836364.7,880906.9,808985.5,898941.1,953360,898058.3,951455.7,,,,,1098019.9,,,,,1154015.8,1152962.1,1143627.1,1224196.1,,1252698.4,1247161.5,1380774.4,1432062.2,1292066,1361565.5,1324540.9,1433871.8,1348883.9,,1648621.5,1622638.6,1533382.9,1564307.2,1652318.9,1598737.7,1581000.9,1707786,1580571.3,1621425.7,1655451.7,1560316.3,1582436.4,1584720.9,1533114.8,1642686.3,1629095.1,1581054.3,1814601,1843202.8,1845139.3,1924664,
76,1,637568.4,752565.6,787325.3,723270.4,826666.6,767577.2,821602.3,892725.7,859016.7,,,,,894970.5,,,,,1009929.5,1049945,1029282.4,1080027.6,,1169397,1221563.5,1184895,1242274.6,1296279.4,1286787.4,1304581.7,1227266.5,1364967.4,,1408878.7,1499486.2,1547551.4,1336739.3,1520689,1465685.5,1442565.8,1494656.9,1684248.2,1545512.1,1557911.3,1546139.8,1474451.2,1550405.3,1490870.8,1451285.5,1595962.2,1579518.8,1337813.4,1628827,1784813,1927501.7,
77,1,618551.8,634338.5,680003.7,715991.3,608481.2,727303,678549.4,794298,750189.9,,,,,765574.1,,,,,951755.3,921954.6,920452.3,968540.4,,1031227.7,1042362.1,1148350.1,1122713.9,1109899.6,1155929.6,1202496.8,1181561.4,1152036.6,,1187010.8,1295927.8,1415740,1495970.3,1353289.3,1554509,1679277.9,1403233.6,1678201.5,1702520.6,1650979.3,1743626.7,1541422.6,1562828.3,1680532,1331285.7,1396610,1603133,1464392.6,1627885.1,1639720.1,1686733.2,
78,1,519668.7,611878.1,600007.8,554122,686158.4,638464.7,671482.3,682728,743900.2,,,,,724750.5,,,,,773896.5,910532.1,918619.7,858275.5,,914078.2,902849.9,946682.6,1066980.8,1019411.1,1078038,1044034.2,1145752.3,1123628.3,,1191091.9,1245699.3,1210672.4,1380880.6,1458513.8,1354344.1,1479679.5,1481604.8,1486743,1423708.6,1534797.5,1504116.8,1529364.4,1474137.8,1457191.6,1419631.8,1343587,1524601.2,1656135.3,1504926.2,1669466.1,1559141.3,
79,1,581183.2,505841.8,561621.9,528648.9,488589.2,648410.4,621816.6,609722.7,622640.3,,,,,653716.6,,,,,749360.2,817569.3,818217,869565.9,,916010.1,831306.4,852386.6,973320.3,1073059.8,953164.6,1013100,980028.3,989363.1,,1049732.4,1079183.1,1190745,1174408,1207102,1384181.9,1246375.8,1394972.6,1201062.2,1292557.9,1244687.7,1212439.2,1225561.3,1157352.1,1208985,1329697,1366178.6,1309244.5,1487137.3,1397341.3,1481559.4,1447208.2,
80,1,478306.2,474887.5,527260.4,525665,463154.5,471764.9,536592.6,548178.9,612628.2,,,,,681940.5,,,,,779241.2,667443.9,809618.1,796877.7,,769976.9,813032.3,860152.2,888660.9,953025,1001036,980310.2,943893.2,1002980.4,,991237.8,1109879.3,964646,1137470.5,1057981.7,1202592.1,8242112.9,8640422.8,5219568,5392190.4,5318147.2,5512506.5,5559485.1,5676489.6,5708203.4,5792384.1,5786119.9,5691916.9,5539235.3,5479519.6,5636804.6,5644545.8,
81,1,407802.2,369258.7,411231.2,427878.6,403716.6,436821.7,366074,467596.5,524756.6,,,,,518121.9,,,,,596936.4,681233.5,615898.4,730666.1,,700586.7,670907,677619.6,739873.6,763603.5,830593.9,863273.6,861337.6,798807.9,,939208.7,815661.8,1086788.1,952718.8,1007842.5,961969.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,1,342857.4,338224.6,342321.9,360167.2,311747.9,377887.9,366212.3,337907,488519.6,,,,,486423.1,,,,,536300.8,584977.7,621159.6,522452.6,,560946.2,646078.6,620184.9,688410.5,679946.5,689719,717037,847832.6,730244.6,,862573.4,865721,804475.5,923753.2,908243,890818.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,1,288022.5,326982.1,296443.5,290193.2,313156,347083.7,371396.9,326837.4,311790.3,,,,,399109.3,,,,,464025.2,510258.8,524816.7,586910.2,,572948.4,535172.5,523469.1,525110.2,630569.4,612538.5,666494.6,730744.5,740601.7,,731795.6,755593.3,845068.1,807459.4,870967.4,807905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,1,227449.5,173865.2,236287.9,278005.1,260421.3,320788.3,319732.7,311458.9,284669.6,,,,,339356.6,,,,,388160.8,423607.7,449180.3,435471.6,,516867.8,537865.3,513942.3,495582.7,536111,494931.4,543346.5,565274.3,605930.6,,558627.7,663758.6,681615,723167.3,648146,843782.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,Inf,706021.8,696320.2,681357.6,747455.2,723805.4,1118965.1,1235729.4,1219011.6,1093849.5,,,,,1377342.1,,,,,1759409,1813118.9,1905276.4,1978658.4,,2037660.3,2294939.4,2277423,2100716.8,2233231.2,2390539.1,2489979.5,2589961.1,2834934,,2819419.1,2908598.7,2928060.8,3054322.3,3139880.2,3382905.2,0,0,3570545.3,3841779.5,3988982.5,3958032,4288928.8,4377847.2,4586047.5,5022204.3,5005889.2,5295984.6,5368659.8,5574751.7,5547110.6,5872046.6,
